2746419,19461304,16200748,3141040,104915,170336,4295890,1,1414834,1410045,181,0,3571109,32553700

67606985,483706356,402552662,79045833,2598390,4644271,105890205,1,35034963,35024451,2400,0,88521194,808869850

27596718, 113740206, 76017794, 98791746, 7452923, 23538246, 79440401, 1, 4363881, 4171166, 2514, 456, 52771560, 289761592
